Nom_commune;Coordonnees_gps;Departement 
BRUERE ALLICHAMPS;46.7757107356, 2.42892835888;CHER
ST SULPICE DE RUFFEC;45.9372570852, 0.318948540786;CHARENTE
ST LUBIN EN VERGONNOIS;47.6173686118, 1.2119692197;LOIR ET CHER
MEZERIAT;46.2423102101, 5.04725416984;AIN
CIVRAY;46.1412232275, 0.300987364675;VIENNE
CHABOURNAY;46.7196688259, 0.269258187544;VIENNE
BLAESHEIM;48.5022035714, 7.60873399472;BAS RHIN
MONTCHABOUD;45.0928956374, 5.76098049287;ISERE
CARCARES STE CROIX;43.8551538602, -0.755745605984;LANDES
HERENGUERVILLE;48.9748474749, -1.50155321395;MANCHE
NIXEVILLE BLERCOURT;49.1118913184, 5.26188176234;MEUSE
COMPEYRE;44.175783777, 3.10274106819;AVEYRON
MARSEILLAN;43.4888848477, 0.312582151294;GERS
MALEGOUDE;43.1120592505, 1.93343728109;ARIEGE
BILLY MONTIGNY;50.4151791054, 2.90828984537;PAS DE CALAIS
MIGENNES;47.9751844211, 3.53087221846;YONNE
COUFFOULENS;43.1550733435, 2.30512897888;AUDE
CHERVEY;48.1347612309, 4.49011321758;AUBE
ESPALY ST MARCEL;45.0463892072, 3.85796806236;HAUTE LOIRE
SUZANNE;49.5196448821, 4.63904554401;ARDENNES
VILLEPOT;47.7700054749, -1.28499992375;LOIRE ATLANTIQUE
ST HELEN;48.4661154661, -1.95919641216;COTES D ARMOR
GRAFFIGNY CHEMIN;48.1692808867, 5.64603738902;HAUTE MARNE
ISTRES;43.5502689105, 4.9511813524;BOUCHES DU RHONE
DAVAYE;46.3037816172, 4.74869737883;SAONE ET LOIRE
VIGNEUL SOUS MONTMEDY;49.5081292429, 5.32876869093;MEUSE
MERLES;44.0647889391, 0.966661565341;TARN ET GARONNE
STE CROIX;43.9703149708, 2.07210937838;TARN
ORMES;49.237845443, 3.95766278556;MARNE
LAVANNES;49.3106590076, 4.18731846893;MARNE
LERY;47.5563340151, 4.84629917449;COTE D OR
JUVIGNY;49.44857677, 3.31533781107;AISNE
MEILLANT;46.7812952674, 2.5067896851;CHER
BROUSSE;45.9721485733, 2.45298546881;CREUSE
MONTHUREUX SUR SAONE;48.0275487639, 5.96711970702;VOSGES
ST MAMERT;46.2470018204, 4.57103908302;RHONE
BRETIGNEY NOTRE DAME;47.309289583, 6.30363374981;DOUBS
NEUVECELLE;46.3921186949, 6.60933233238;HAUTE SAVOIE
FRESNES EN SAULNOIS;48.8388411221, 6.4401167651;MOSELLE
ST LAURENT D OLT;44.4481544099, 3.10140451864;AVEYRON
HERES;43.5504327216, -0.00223724418856;HAUTES PYRENEES
VERT;48.9403014358, 1.68320274306;YVELINES
BIONVILLE SUR NIED;49.1118093676, 6.47964260905;MOSELLE
PLAINES ST LANGE;47.9974095194, 4.47394656864;AUBE
RANCOURT SUR ORNAIN;48.8201062551, 4.91562191671;MEUSE
CHENOU;48.1650303616, 2.65274445287;SEINE ET MARNE
PAULINET;43.8471083699, 2.43945006878;TARN
BRAYE SUR MAULNE;47.5595510879, 0.260858809315;INDRE ET LOIR
MONIEUX;44.0568668171, 5.34149223081;VAUCLUSE
LES TOUCHES;47.4523563976, -1.42756883238;LOIRE ATLANTIQUE
BEAUVILLE;43.4675844934, 1.7707274596;HAUTE GARONNE
MONTHELON;46.9594714287, 4.22119599878;SAONE ET LOIRE
AZERAT;45.353475703, 3.3990093293;HAUTE LOIRE
CARRIERES SOUS POISSY;48.9455638989, 2.02913706544;YVELINES
BIEFMORIN;46.9030690106, 5.52936210858;JURA
CEAUX D ALLEGRE;45.1831789556, 3.7598519485;HAUTE LOIRE
QUILLY;47.4618178033, -1.9408388462;LOIRE ATLANTIQUE
CARSIX;49.1414433173, 0.67425797738;EURE
ST CHRISTOPHE SUR AVRE;48.6988286398, 0.805102409427;EURE
ESQUEHERIES;49.9822300914, 3.75309920982;AISNE
VITTONVILLE;48.9707772906, 6.05981349899;MEURTHE ET MOSELLE
PROUVILLE;50.1557396605, 2.12945547037;SOMME
MALLEREY;46.6290480726, 5.44743754408;JURA
LYOFFANS;47.6439821096, 6.5885519049;HAUTE SAONE
ARPAILLARGUES ET AUREILLAC;43.9996930612, 4.36386339286;GARD
SERGINES;48.3455899887, 3.2506084741;YONNE
FAY;48.0006116609, 0.0719177436046;SARTHE
CHARS;49.1576020656, 1.93153133198;VAL D OISE
STE GEMMES LE ROBERT;48.2045535141, -0.373170787282;MAYENNE
FRANQUEVILLE;49.8164125588, 3.79770261738;AISNE
CHOREY LES BEAUNE;47.0494684617, 4.86962267371;COTE D OR
BELLENGREVILLE;49.9107866159, 1.22780682049;SEINE MARITIME
LE FIEU;45.0551327657, -0.0359458641255;GIRONDE
LYON 02;45.7492560394, 4.82617032549;RHONE
ANGERVILLE LA MARTEL;49.7681060505, 0.501685271986;SEINE MARITIME
ST JEAN DE LA MOTTE;47.7580584214, 0.0554184806948;SARTHE
DOMESSIN;45.5371179998, 5.70221062208;SAVOIE
ST SOLVE;45.3063549675, 1.403519902;CORREZE
RACQUINGHEM;50.6951552372, 2.36039554568;PAS DE CALAIS
VANDRIMARE;49.3827490868, 1.35158602965;EURE
VALOREILLE;47.2938610141, 6.74127046044;DOUBS
HAUTEFEUILLE;48.7665435966, 2.96358737497;SEINE ET MARNE
COMMERVEIL;48.3141987198, 0.35431330998;SARTHE
BIEUJAC;44.5383649764, -0.154398483279;GIRONDE
LA LONDE;49.323828876, 0.920341905232;SEINE MARITIME
HERBIGNAC;47.4472411995, -2.31338629512;LOIRE ATLANTIQUE
MARSANNAY LE BOIS;47.4402798544, 5.09615121255;COTE D OR
BOISTRUDAN;47.9757827279, -1.39686798859;ILE ET VILAINE
LE MESNIL LIEUBRAY;49.5155150214, 1.50750794414;SEINE MARITIME
OBERSTINZEL;48.7917214165, 7.03623655137;MOSELLE
LAMARQUE;45.0938248209, -0.711211655735;GIRONDE
AURIBAIL;43.3464885877, 1.37524698634;HAUTE GARONNE
CALIGNY;48.8071056766, -0.603648177007;ORNE
BELLEVILLE EN CAUX;49.7043949749, 0.988901362095;SEINE MARITIME
CAUBON ST SAUVEUR;44.5927480005, 0.184135065483;LOT ET GARONNE
NANS;47.4763314915, 6.41042032823;DOUBS
DOUILLY;49.7969167916, 3.05834813816;SOMME
TALON;47.3349431775, 3.55610298077;NIEVRE
LICOURT;49.8252640948, 2.90244225748;SOMME
MONTPONT EN BRESSE;46.541562777, 5.17433501769;SAONE ET LOIRE
RILLE;47.4462265152, 0.218922496183;INDRE ET LOIR
PRESSIGNY;46.7517058478, -0.0845157139309;DEUX SEVRES
ST LEGER DU VENTOUX;44.2059476763, 5.27072625011;VAUCLUSE
LE SEL DE BRETAGNE;47.8978195482, -1.60609578245;ILE ET VILAINE
SAULTAIN;50.335080255, 3.58004167583;NORD
MEVOISINS;48.5527925971, 1.59900194364;EURE ET LOIR
SAUVETERRE;44.0168058845, 4.80890320388;GARD
LE TEMPLE SUR LOT;44.3754139489, 0.525660139927;LOT ET GARONNE
POISSON;46.3808508262, 4.13353930479;SAONE ET LOIRE
ROUVRES;49.0637945293, 2.71838722882;SEINE ET MARNE
CHEMILLY SUR SEREIN;47.7679851847, 3.85758757534;YONNE
ARZENS;43.2008547509, 2.20537916173;AUDE
VAUCHAMPS;48.8809936566, 3.62624789917;MARNE
ST HILAIRE CUSSON LA VALMITTE;45.3679237574, 4.05975538069;LOIRE
CLUSES;46.0631088613, 6.57892080059;HAUTE SAVOIE
VALCANVILLE;49.648017352, -1.32179306363;MANCHE
ROSIS;43.6281696619, 2.99215452371;HERAULT
VILLIE MORGON;46.1597734434, 4.67110459009;RHONE
CHANTEMERLE SUR LA SOIE;45.9732176097, -0.644264493345;CHARENTE MARITIME
GOUY SOUS BELLONNE;50.3145124236, 3.05826904717;PAS DE CALAIS
LAURAET;43.923512949, 0.256724176995;GERS
LANDEDA;48.5889449364, -4.57696807959;FINISTERE
HEIDOLSHEIM;48.2041501521, 7.51093457658;BAS RHIN
MANNEVILLETTE;49.5956720647, 0.175390225182;SEINE MARITIME
SUZE;44.7580022895, 5.10621589285;DROME
THEZAC;45.6764768852, -0.789153508281;CHARENTE MARITIME
BALLEVILLE;48.3345074129, 5.84687687585;VOSGES
WASSERBOURG;47.9974106564, 7.1537562966;HAUT RHIN
TERTRY;49.8596732024, 3.07111098486;SOMME
BERENX;43.4932804178, -0.867524783512;PYRENEES ATLANTIQUES
ST EUTROPE DE BORN;44.5780901973, 0.708453980649;LOT ET GARONNE
GENEREST;43.025453129, 0.516625299091;HAUTES PYRENEES
PANZOULT;47.1645476117, 0.407008827504;INDRE ET LOIR
LA CELLE CONDE;46.7891133076, 2.176621696;CHER
LANDIVISIAU;48.5160095172, -4.06130712731;FINISTERE
RILLY SUR LOIRE;47.4587549693, 1.14496206826;LOIR ET CHER
BLANDAINVILLE;48.3153780498, 1.29204429237;EURE ET LOIR
ST CLAIR SUR L ELLE;49.1851844677, -1.04046067538;MANCHE
ARGUEL;49.8765831654, 1.80743667237;SOMME
NEUVY;46.5712518334, 3.28275338591;ALLIER
LUGAN;43.7330225833, 1.71750529961;TARN
CULOZ;45.8559966843, 5.78398308932;AIN
MONTHAUT;43.0818910359, 2.05925585786;AUDE
COMMENSACQ;44.2128891183, -0.830607602619;LANDES
HUSSEREN WESSERLING;47.8799580401, 6.98624722904;HAUT RHIN
BOISSEAU;47.7736389694, 1.30617122072;LOIR ET CHER
FOX AMPHOUX;43.5955417496, 6.10909327573;VAR
MAUVEZIN;43.3839989782, 0.920647647087;HAUTE GARONNE
PEINTRE;47.1980003971, 5.47297179075;JURA
LA TOUCHE;44.5183828304, 4.8861428282;DROME
ST PAUL EN PAREDS;46.8303789022, -0.964515191283;VENDEE
FORMIGUERES;42.6209968401, 2.05402456557;PYRENEES ORIENTALES
ST CYR LA LANDE;47.0506321675, -0.150283399563;DEUX SEVRES
BRASSAC;42.9322144767, 1.51243170827;ARIEGE
MONTHARVILLE;48.1768570171, 1.32504860803;EURE ET LOIR
ARZAY;45.4323485765, 5.16764986785;ISERE
ST PIERRE COLAMINE;45.5143028753, 2.97474204258;PUY DE DOME
MONTFA;43.7002321561, 2.22942914563;TARN
ESCRENNES;48.1364055687, 2.18433088094;LOIRET
RISTOLAS;44.7358493135, 6.99202108042;HAUTES ALPES
MESNAY;46.8999786113, 5.81905626698;JURA
BESANCON;47.2553872249, 6.01948696494;DOUBS
VAUBECOURT;48.9422008662, 5.10692416585;MEUSE
BLOND;46.0535299547, 1.01712916686;HAUTE VIENNE
CONTOIRE;49.7265282008, 2.5554571775;SOMME
MENIL SUR SAULX;48.6206443104, 5.20630539586;MEUSE
DOUDELAINVILLE;50.000881757, 1.76404331717;SOMME
TILQUES;50.7728122391, 2.20152463188;PAS DE CALAIS
BONNEVEAU;47.8126485369, 0.760225315658;LOIR ET CHER
PALLUAU SUR INDRE;46.9503340872, 1.30699854717;INDRE
CHAVANOZ;45.7688834941, 5.17259586722;ISERE
AMECOURT;49.3767401093, 1.7332985708;EURE
VILLERS LE SEC;49.7711456702, 3.50490696746;AISNE
LE PIN LA GARENNE;48.4445657379, 0.544883378197;ORNE
LA BASTIDE;43.7479175346, 6.63264027806;VAR
COURGIS;47.7766945271, 3.74350328185;YONNE
POILLEY;48.4663238804, -1.25699060086;ILE ET VILAINE
MONTELEGER;44.8558469973, 4.92784684928;DROME
CHAUVIGNE;48.3766708439, -1.45244219408;ILE ET VILAINE
FAU DE PEYRE;44.7389442204, 3.21015921593;LOZERE
SIVRY COURTRY;48.530887524, 2.75615007071;SEINE ET MARNE
RANCES;48.4620840236, 4.55442425435;AUBE
DESTRY;48.9455841112, 6.58479529339;MOSELLE
NEUFMOULIN;50.1259221155, 1.90411559501;SOMME
SAUZELLES;46.6542476574, 0.985473920463;INDRE
LE TOUR DU PARC;47.5293514837, -2.6538249578;MORBIHAN
JEURRE;46.3689937737, 5.70478472529;JURA
CHEZELLE;46.2129757558, 3.11154820906;ALLIER
ESCATALENS;43.9817694616, 1.19368002494;TARN ET GARONNE
NIEDERHERGHEIM;47.9897040567, 7.38918456659;HAUT RHIN
SEUILLET;46.2045684264, 3.46787844535;ALLIER
FONTENOY LE CHATEAU;47.9788627789, 6.20625008119;VOSGES
VIUZ LA CHIESAZ;45.8113073621, 6.07554631236;HAUTE SAVOIE
IVERNY;48.9962439672, 2.79088918596;SEINE ET MARNE
LANGRUNE SUR MER;49.3129812752, -0.378266023421;CALVADOS
ST PIERRE;48.9405334413, 4.24555140178;MARNE
ST AUBIN DE MEDOC;44.9333497941, -0.748518197327;GIRONDE
BARVILLE;48.4725873445, 0.346572085133;ORNE
BEAUMONT EN VERDUNOIS;49.262130283, 5.40982097485;MEUSE
BETIGNICOURT;48.4499267207, 4.45503670756;AUBE
SAVENNIERES;47.405865718, -0.667155831696;MAINE ET LOIRE
CAPAVENIR VOSGES;48.2495514114, 6.40863836497;VOSGES
LABERLIERE;49.57515956, 2.76304639278;OISE
PACE;48.4457253693, -0.00548884652011;ORNE
BAZOCHES LES HAUTES;48.159923395, 1.82026354206;EURE ET LOIR
MONNEVILLE;49.2123743231, 1.97064890593;OISE
DORNECY;47.4426675206, 3.58969747383;NIEVRE
PARAY SOUS BRIAILLES;46.2903733952, 3.36980984118;ALLIER
LANTIC;48.6040161525, -2.89860242151;COTES D ARMOR
ST MAUGAN;48.1367408206, -2.10234592553;ILE ET VILAINE
THESY;46.9050803544, 5.92892150176;JURA
VILLERS LES MANGIENNES;49.3574782476, 5.50300806274;MEUSE
CHENEREILLES;45.4862625628, 4.08984378023;LOIRE
CHAON;47.6121257976, 2.162800504;LOIR ET CHER
LADERN SUR LAUQUET;43.1012521113, 2.3863195178;AUDE
TOURNEBU;48.9633348663, -0.326299876801;CALVADOS
OSSE EN ASPE;43.0104152948, -0.669602106566;PYRENEES ATLANTIQUES
NESTIER;43.0596221545, 0.478343318065;HAUTES PYRENEES
PLOUAY;47.9270557389, -3.33743884173;MORBIHAN
ARMENTIERES SUR AVRE;48.6804230358, 0.805130428787;EURE
BEAURAINS LES NOYON;49.6065980784, 2.9753206205;OISE
BEZIERS;43.3475883319, 3.23076754164;HERAULT
PIERREVILLE;48.5485746268, 6.11074927639;MEURTHE ET MOSELLE
MONTGAILLARD;43.9301148287, 0.878320223678;TARN ET GARONNE
VIEUX LES ASFELD;49.4510393454, 4.10610399621;ARDENNES
BIZENEUILLE;46.4015746011, 2.73071658216;ALLIER
LE SAULCHOY;49.6307458971, 2.13635146653;OISE
STE FLAIVE DES LOUPS;46.611019489, -1.58031627863;VENDEE
AIGNES ET PUYPEROUX;45.4499477283, 0.139490170805;CHARENTE
SEIX;42.8178331497, 1.14814568291;ARIEGE
PRE EN PAIL ST SAMSON;48.4470393586, -0.196704985828;MAYENNE
GOUX LES DAMBELIN;47.3975712606, 6.67771122183;DOUBS
BOULC;44.6379699146, 5.58442914276;DROME
ST AUBIN DES BOIS;48.8324042173, -1.1311665271;CALVADOS
LES CAMMAZES;43.4110858173, 2.07834620707;TARN
ST VICTOR DE CHRETIENVILLE;49.0634247621, 0.513495017507;EURE
CALUIRE ET CUIRE;45.7974053648, 4.85124857101;RHONE
MARZENS;43.6542488768, 1.84294854921;TARN
FELLETIN;45.889520976, 2.18271124708;CREUSE
L HABIT;48.8748495048, 1.34772656122;EURE
ST BENOIT;46.5486469496, 0.352443691442;VIENNE
GIMECOURT;48.8493284173, 5.37522923437;MEUSE
VOUGY;46.066690083, 6.48527967486;HAUTE SAVOIE
CUSSEY LES FORGES;47.6376201743, 5.0838274211;COTE D OR
CUSSAC SUR LOIRE;44.9849156994, 3.87473452853;HAUTE LOIRE
SAASENHEIM;48.239955028, 7.62929125209;BAS RHIN
ECKWERSHEIM;48.6852852896, 7.69634796304;BAS RHIN
FEUGUEROLLES;49.1317754002, 1.03389011854;EURE
FLEVILLE DEVANT NANCY;48.629778591, 6.20386362626;MEURTHE ET MOSELLE
BULGNEVILLE;48.2103923658, 5.84105562447;VOSGES
LE FOEIL;48.4178424268, -2.91449094191;COTES D ARMOR
PUSSIGNY;46.9896027807, 0.54864410398;INDRE ET LOIR
ST JUST EN CHEVALET;45.9235907262, 3.84329480251;LOIRE
LEGUILLAC DE CERCLES;45.3875065059, 0.519215706618;DORDOGNE
MUIDS;49.2265789248, 1.28569054904;EURE
SUNDHOFFEN;48.0428411663, 7.42194556181;HAUT RHIN
COURTESOULT ET GATEY;47.6090292846, 5.61236110183;HAUTE SAONE
GUEPREI;48.8356279545, -0.0153255535915;ORNE
LA CHAPELLE GRESIGNAC;45.3896352806, 0.339347115652;DORDOGNE
VILLEY LE SEC;48.6576126839, 5.97596975592;MEURTHE ET MOSELLE
AMBEYRAC;44.4943534957, 1.9357162857;AVEYRON
FONTIES D AUDE;43.1874440297, 2.45756099074;AUDE
LES PIEUX;49.5103059572, -1.82036292827;MANCHE
CHAUDENAY;47.8217167742, 5.50082172465;HAUTE MARNE
PRECEY;48.6057042474, -1.37641793764;MANCHE
MERIAL;42.7713628009, 1.96356419202;AUDE
DIMONT;50.1830406458, 4.02228377235;NORD
FERRERE;42.9209922116, 0.499588049287;HAUTES PYRENEES
JUVRECOURT;48.7407750765, 6.56048529163;MEURTHE ET MOSELLE
BOUT DU PONT DE LARN;43.5015583238, 2.42981143239;TARN
ST ANDRE DE MAJENCOULES;44.0274774754, 3.67645577466;GARD
STE FOY LA LONGUE;44.615535673, -0.142468985592;GIRONDE
ST ANTOINE DE BREUILH;44.8413756885, 0.144778277474;DORDOGNE
ARTZENHEIM;48.1150139228, 7.54242627283;HAUT RHIN
ROHRBACH LES BITCHE;49.0408635757, 7.27733357043;MOSELLE
MARSEILLE 04;43.306733355, 5.40087488752;BOUCHES DU RHONE
VENDELLES;49.9078313873, 3.1381693574;AISNE
MONTIES;43.3922616846, 0.681459994602;GERS
BRIGNEMONT;43.7692039824, 0.998300952278;HAUTE GARONNE
BOECE;48.5149253316, 0.454540443789;ORNE
KERMOROC H;48.614435841, -3.20327360757;COTES D ARMOR
DESERVILLERS;46.999299694, 6.0729610264;DOUBS
LA VERNAZ;46.3073602687, 6.59539098914;HAUTE SAVOIE
AVENE;43.7483953944, 3.10467542388;HERAULT
EGUILLY;47.3010847339, 4.49992675685;COTE D OR
VILLERS CARBONNEL;49.8705708799, 2.89376668433;SOMME
HELLEAN;47.9684046119, -2.48122455823;MORBIHAN
LE COURS;47.7495071048, -2.50848106104;MORBIHAN
JAVENE;48.3167949383, -1.2059813978;ILE ET VILAINE
COLLAN;47.840673115, 3.87103885933;YONNE
VAZEILLES LIMANDRE;45.1168091286, 3.69404145976;HAUTE LOIRE
ST JULIEN BOUTIERES;44.9687620295, 4.34665154898;ARDECHE
ST JULIEN VOCANCE;45.167010931, 4.4877776042;ARDECHE
HUELGOAT;48.3615514061, -3.75817537147;FINISTERE
ST AGNAN DE CERNIERES;48.9501046061, 0.531514828879;EURE
ST LAURENT DES COMBES;45.3532898017, 0.0345106941668;CHARENTE
COLOMIEU;45.7361469025, 5.62670101041;AIN
LAMOTHE LANDERRON;44.5644466731, 0.0611018511899;GIRONDE
ST LOUP;46.1463514525, 2.28115998053;CREUSE
PLESSIS DE ROYE;49.5715853896, 2.82849127947;OISE
TANQUES;48.6863581551, -0.0741132458246;ORNE
MAUBOURGUET;43.4688561646, 0.044250933589;HAUTES PYRENEES
TOURVILLE LES IFS;49.7120375764, 0.399997077372;SEINE MARITIME
VALLIQUERVILLE;49.6169921785, 0.710791599011;SEINE MARITIME
FAGET ABBATIAL;43.5060870997, 0.690621166698;GERS
ST MAUR;49.6166715837, 1.92159084424;OISE
TREFFLEAN;47.6781213314, -2.62203549701;MORBIHAN
SURY LE COMTAL;45.5417167026, 4.18146739816;LOIRE
LE HAUT SOULTZBACH;47.7386585258, 7.03380849733;HAUT RHIN
LANGLADE;43.8045117845, 4.25533661815;GARD
ST GENIEZ D OLT ET D AUBRAC;44.4732674724, 2.98156818185;AVEYRON
ENTRAMMES;47.9934210518, -0.715102434492;MAYENNE
VINZELLES;46.2679286558, 4.77751474902;SAONE ET LOIRE
GERCOURT ET DRILLANCOURT;49.282283356, 5.23384529214;MEUSE
FLEURY;49.0375892357, 6.20549246753;MOSELLE
PRIVAS;44.7225391147, 4.59449538667;ARDECHE
PLOUGONVER;48.4852045977, -3.37517285292;COTES D ARMOR
CUZIEU;45.6062985124, 4.26545207151;LOIRE
MALLEFOUGASSE AUGES;44.0759918613, 5.89779648569;ALPES DE HAUTE PROVENCE
NONCOURT SUR LE RONGEANT;48.4173782579, 5.25094367311;HAUTE MARNE
CHAUDARDES;49.3962562981, 3.78942153696;AISNE
DOUCHY MONTCORBON;47.941934324, 3.04405678632;LOIRET
CHEVROZ;47.3313541877, 5.99948362535;DOUBS
VERIGNON;43.6625284051, 6.27650359244;VAR
AMBLEON;45.7494989044, 5.59432017366;AIN
AUBIN ST VAAST;50.3867453505, 1.96316204355;PAS DE CALAIS
ESSE;47.9478571796, -1.43042922929;ILE ET VILAINE
LA GORGUE;50.6309281138, 2.73945543193;NORD
GAILLAC D AVEYRON;44.3616362767, 2.90279259177;AVEYRON
BOUSSERAUCOURT;47.9631646944, 5.93606571661;HAUTE SAONE
FLIN;48.5030439882, 6.65785821113;MEURTHE ET MOSELLE
LASTIC;45.7004342968, 2.57059072951;PUY DE DOME
BULLY;45.8591183924, 4.5810550945;RHONE
LA BAZOUGE DE CHEMERE;48.007363424, -0.504663561789;MAYENNE
VOLMERANGE LES BOULAY;49.1701692039, 6.44955385962;MOSELLE
MARAUSSAN;43.370567073, 3.1537894615;HERAULT
RAON SUR PLAINE;48.5066764358, 7.10986005227;VOSGES
TOUR EN SOLOGNE;47.5471719848, 1.51109071624;LOIR ET CHER
MANTALLOT;48.7102228776, -3.29192042144;COTES D ARMOR
ST SEBASTIEN;46.3933331691, 1.53031685925;CREUSE
BRECHAMPS;48.67275991, 1.52098330064;EURE ET LOIR
ST YTHAIRE;46.5681757144, 4.60307233126;SAONE ET LOIRE
LIGNERES;48.7371565601, 0.306149827572;ORNE
JETTINGEN;47.5961368894, 7.37922389442;HAUT RHIN
BROYES;49.6277624015, 2.45363892412;OISE
PLOEMEL;47.6594932649, -3.07159403186;MORBIHAN
LUXEMONT ET VILLOTTE;48.6983539754, 4.63716318666;MARNE
LA NOE BLANCHE;47.795066917, -1.7451274838;ILE ET VILAINE
LE BOURG D HEM;46.3013219598, 1.84102963635;CREUSE
ST GERY;44.9760796886, 0.326025224409;DORDOGNE
BEUGNY;50.1183185417, 2.93213204111;PAS DE CALAIS
VILLAUTOU;43.1617806666, 1.83707235249;AUDE
VILLELONGUE D AUDE;43.0554333537, 2.09254975337;AUDE
LA CHAPELLE AUX FILTZMEENS;48.3817396388, -1.8184050063;ILE ET VILAINE
PLOULEC H;48.7189901633, -3.50164887821;COTES D ARMOR
ST MICHEL DE VOLANGIS;47.1432035311, 2.48143699712;CHER
ST MARS LA JAILLE;47.5309227299, -1.19441075506;LOIRE ATLANTIQUE
JANAILHAC;45.653878347, 1.24126604964;HAUTE VIENNE
ST PALAIS DE PHIOLIN;45.5151577125, -0.591464489682;CHARENTE MARITIME
LE ROUGET PERS;44.8574381373, 2.23422151745;CANTAL
MAURENS;43.466341669, 1.79779573538;HAUTE GARONNE
ROZ SUR COUESNON;48.5961737576, -1.59343425986;ILE ET VILAINE
TAYAC;44.9605098149, -0.023701712084;GIRONDE
BROUE;48.7523989393, 1.52435606759;EURE ET LOIR
CIREY LES PONTAILLER;47.3029215077, 5.30975861654;COTE D OR
WEYER;48.858764489, 7.16208154442;BAS RHIN
HOTTOT LES BAGUES;49.1460867246, -0.653546590924;CALVADOS
LE PETIT PRESSIGNY;46.9099746457, 0.917102483604;INDRE ET LOIR
TUFFE VAL DE LA CHERONNE;48.120886565, 0.50838049197;SARTHE
NITRY;47.6765715644, 3.87691630334;YONNE
BELLECHAUME;48.053614787, 3.58244232303;YONNE
BRENS;45.7135069062, 5.68998154517;AIN
ST QUAY PERROS;48.7821597009, -3.44898067096;COTES D ARMOR
VIANE;43.7463791863, 2.58683700675;TARN
ST PAUL;45.1500987508, -0.590143244865;GIRONDE
EPINOUZE;45.3116175099, 4.93837201077;DROME
BEAUPUY;43.6453442033, 1.01319503145;GERS
PLOUNEOUR TREZ;48.6478999131, -4.3294006233;FINISTERE
ST GERMAIN DES ANGLES;49.0884520129, 1.13771355337;EURE
ST LEGER LES MELEZES;44.6468761009, 6.21171867053;HAUTES ALPES
THONNE LA LONG;49.5661986662, 5.4256255311;MEUSE
TANNAY;47.3614608414, 3.58125302901;NIEVRE
CRECY EN PONTHIEU;50.2402128609, 1.84519481744;SOMME
ST CIERS SUR BONNIEURE;45.8648580415, 0.247717734132;CHARENTE
STE CHRISTIE D ARMAGNAC;43.7937355004, -0.00494982246103;GERS
ST HELLIER;49.739289577, 1.19753481134;SEINE MARITIME
HANNESCAMPS;50.1615495622, 2.64192588392;PAS DE CALAIS
UR;42.4618525308, 1.941668494;PYRENEES ORIENTALES
PREFONTAINES;48.1067340084, 2.69095308156;LOIRET
TRILLA;42.7387475959, 2.52142584284;PYRENEES ORIENTALES
MARTIGNE FERCHAUD;47.8281952315, -1.32808258577;ILE ET VILAINE
ST PIERRE DE CLAIRAC;44.1802043993, 0.752007994419;LOT ET GARONNE
BABEAU BOULDOUX;43.4382106135, 2.89298078323;HERAULT
PERIGNAT SUR ALLIER;45.7272486864, 3.23450898188;PUY DE DOME
MAULEON LICHARRE;43.2166409006, -0.883099093035;PYRENEES ATLANTIQUES
LE MINIHIC SUR RANCE;48.5755697077, -2.01309736708;ILE ET VILAINE
MARIGNE PEUTON;47.8580802657, -0.798902117267;MAYENNE
BOIGNY SUR BIONNE;47.9317973301, 2.01895568907;LOIRET
LADIVILLE;45.5127200885, -0.0639782676163;CHARENTE
PONTAIX;44.7530320262, 5.25667519527;DROME
MOLEANS;48.1124611479, 1.40240862093;EURE ET LOIR
BOUILH PEREUILH;43.3091440414, 0.191684455073;HAUTES PYRENEES
DOMMARTIN DAMPIERRE;49.0658685537, 4.82440047617;MARNE
CLAIRFONTAINE;49.9739945177, 3.98660655282;AISNE
CONDAMINE;46.649905188, 5.43493044694;JURA
PAILHAC;42.911922384, 0.367540499398;HAUTES PYRENEES
ST AUBIN DU DESERT;48.3147006248, -0.184927866306;MAYENNE
PLEUMEUR BODOU;48.7852851364, -3.51721058191;COTES D ARMOR
ST MARTIAL D ALBAREDE;45.3214362718, 1.03713768464;DORDOGNE
MARANS;47.6416252314, -0.849694724597;MAINE ET LOIRE
FRAZE;48.2597341794, 1.09855168328;EURE ET LOIR
SPICHEREN;49.1948583946, 6.97044688686;MOSELLE
LACHAPELLE EN BLAISY;48.20850002, 4.96079377818;HAUTE MARNE
ST VIVIEN DE BLAYE;45.1041763192, -0.507779257628;GIRONDE
FERE CHAMPENOISE;48.7706781866, 4.01743444039;MARNE
GIVRY;46.7702122725, 4.75441496992;SAONE ET LOIRE
